,X,y
1419,1751,
1420,1775,
1421,1784,
1422,1792,
1423,1516 to 1830,
1424,1553,
1425,1710-1830,
1426,1496,
1427,1496,
1428,1505,
1429,1509,
1430,1510,
1431,1510,
1432,1516,
1433,1519,
1434,1541,
1435,1516,
1436,1517,
1437,1518,
1438,1551,
1439,1552,
1440,1560s,
1441,"the 16th, 17th",
1442,early 18th century,
1443,1533,
1444,1544,
1445,1587,
1446,1578,
1447,August 1580,
1448,3-year,
1449,1580,
1450,the early 17th century,
1451,1634,
1452,daily,
1453,the centuries,
1454,"1567, 1775,",
1455,1783,
1456,1770,
1457,"1661, 1665,",
1458,1682,
1459,1683,
1460,1688,
1461,"1622, 1655,",
1462,1672,
1463,1681,
1464,between 1682 and 1683,
1465,1659-1713,
1466,1659,
1467,only 1 year,
1468,1671,
1469,1671-1710,
1470,1677,
1471,Just 4 years,
1472,1682,
1473,The next year,
1474,1685,
1475,1688,
1476,1695,
1477,a year,
1478,mid-1700s,
1479,annual,
1480,1766,
1481,annual,
1482,1551,
1483,1557,
1484,1551,
1485,1576,
1486,the Saadi Dynasty,
1487,1554,
1488,1792,
1489,1795,
1490,the early 19th century,
1491,August 1816,
1492,the 19th century,
1493,1659 to 1671,
1494,1710,
1495,1803,
1496,the 1820s,
1497,17th and 18th century,
1498,1817,
1499,1625,
1500,the 1680s,
1501,the 1620s,
1502,1775,
1503,1792,
1504,1807,
1505,the 17th century,
1506,1817,
1507,the 18th century,
1508,the year,
1509,the year,
1510,1754-1766,
1511,the 18th and 19th century,
1512,1830,
1513,the 1760s,
1514,the 1820s,
1515,1516-1567,
1516,between 1516 and 1567,
1517,the first few decades,
1518,1567-1710,
1519,1567,
1520,1710-1830,
1521,1784,
1522,1798,
1523,the 1570s,
1524,1708,
1525,1732,
1526,modern-day dollars,
1527,1833,
1528,1830,
1529,1830,
1530,this era,
1531,1622,
1532,this era,
1533,the end of the 18th century,
1534,1816,
1535,that year,
1536,today,
1537,the 16th century,
1538,the 19th century,
1539,1659 to 1671,
1540,1710,
1541,1803,
1542,the 1820s,
1543,17th and 18th century,
1544,1817,
1545,1625,
1546,the 1680s,
1547,the 1620s,
1548,1775,
1549,1792,
1550,1807,
1551,the 17th century,
1552,1817,
1553,the 18th century,
1554,the year,
1555,the year,
1556,1754-1766,
1557,the 18th and 19th century,
1558,1830,
1559,the 1760s,
1560,the 1820s,
1561,1518-1671,
1562,between 1518 and 1671,
1563,the first few decades,
1564,1671-1710,
1565,1671,
1566,1710-1830,
1567,1784,
1568,1798,
1569,the 1570s,
1570,1708,
1571,1732,
1572,modern-day dollars,
1573,1833,
1574,1830,
1575,1830,
1576,this era,
1577,1622,
1578,this era,
1579,the end of the 18th century,
1580,1816,
1581,that year,
1582,today,
1583,the 16th century,
1584,19th century,
1585,1830,
1586,July 5,
1587,the Day in 1827,
1588,three years,
1589,1830,
1590,roughly a decade,
1591,1848,
1592,1903,
1593,the years,
1594,mid-1870s,
1595,1856,
1596,1865,
1597,1870,
1598,hundreds years old,
1599,the 10th century,
1600,the 1920s,
1601,1930s,
1602,1933 to 1936,
1603,"November 11, 1942",
1604,March 1943,
1605,1944,
1606,1936,
1607,April 1945,
1608,May 1,
1609,"May 8, 1945",
1610,August 1947,
1611,"November 1, 1954",
1612,August 1955,
1613,"March 18, 1962",
1614,this day,
1615,1 July 1962,
1616,3 July,
1617,8 September 1963,
1618,Later that month,
1619,five-year,
1620,The months,
1621,1963,
1622,1963,
1623,Late summer 1963,
1624,a year later,
1625,1965,
1626,1965,
1627,19 June 1965,
1628,1980,
1629,1963,
1630,the war years,
1631,11-year,
1632,1965,
1633,Friday,
1634,the national holiday,
1635,December 1967,
1636,"25 April, 1968",
1637,Eleven years,
1638,November 1976,
1639,1992,
1640,"27 December, 1978",
1641,"February 9, 1979",
1642,1984,
1643,1988,
1644,1988,
1645,1989,
1646,the days,
1647,June 1990,
1648,December,
1649,December 1991,
1650,11 January 1992,
1651,9 February,
1652,Between January and March,
1653,9 February,
1654,10 year-long,
1655,1991,
1656,2002,
1657,1992–2019,
1658,1992,
1659,February 1992,
1660,27-year,
1661,April 1992,
1662,years,
1663,June 1992,
1664,1994,
1665,four years,
1666,April 1999,
1667,the eve,
1668,1999,
1669,day,
1670,1960s,
1671,1970s,
1672,the early 1990s,
1673,2004,
1674,2009,
1675,2014.In 2010,
1676,February 2011,
1677,1992,
1678,April 2011,
1679,2019,
1680,20 years,
1681,February,
1682,late April,
1683,2 April,
1684,18 months,
1685,9 April 2019,
1686,12 December 2019,
1687,the eve of the first anniversary,
1688,22 February,
1689,21,
1690,22 February 2020,
1691,the Algerian Day,
1692,17 March 2020,
1693,2 July 2020,
1694,28 December 2019,
1695,Tebboune,
1696,8 January 2020,
1697,the following two months,
1698,the same day,
1699,7 May 2020,
1700,20 June,
1701,3 June,
1702,6 September,
1703,10 September,
1704,12 September,
1705,the 1 November 2020,
1706,16 February 2021,
1707,1830,
1708,1992,
1709,1988,
1710,1830–1987,
1711,1997,
1712,2002,
1713,2006,
1714,2009,
1715,2010,
1716,1989,
1717,9781552662564,
1718,2017,
1719,2017,
1720,2003,
1721,1988–2002,
1722,1992,
1723,Sword,
1724,2011,
1725,2004,
1726,1830-2000,
1727,9780801489167,
1728,2009,
1729,0-7546-7418-5,
1730,2013-01-15,
1731,2012-12-25,
1732,2011,
1733,2003,
1734,2008,
1735,1918-1939,
1736,2019,
1737,2010,
1738,1964,
1739,1800-2000,
1740,2006,
1741,2006,
1742,1954–2012,
1743,2072115,
1744,2012-08-17,
1745,2012-12-25,
1746,2012-12-25,
1747,the 1950s,
1748,2001,
1749,1968,
1750,Nineteen Eighty-Four,
1751,the 11th century,
1752,1490,
1753,19th century,
1754,1836,
1755,1812,
1756,1814,
1757,1845,
1758,1845,
1759,1895,
1760,Early 20th century,
1761,1905,
1762,the late 19th,
1763,early 20th centuries,
1764,1907,
1765,1926,
1766,1931,
1767,20th-century,
1768,1930,
1769,1923,
1770,some 3000 years,
1771,the 1930s,
1772,December 1933,
1773,1941,
1774,1948,
1775,1934,
1776,1949,
1777,1953,
1778,the 1960s,
1779,1990,
1780,the 1980s,
1781,1988,
1782,1958,
1783,the 1970s,
1784,1982,
1785,the 1990s,
1786,about fifty years,
1787,1952,
1788,1955,
1789,1961,
1790,1962,
1791,1962,
1792,1969,
1793,1975,
1794,twenty years,
1795,1976,
1796,the 20th century,
1797,1997,
1798,1970,
1799,2002,
1800,AD 1405,
1801,1467,
1802,2004,
1803,1940,
1804,2007,
1805,The late 1980s,
1806,the 1990s,
1807,1986,
1808,the late 1990s,
1809,1940s,
1810,the last ice age,
1811,1992,
1812,2012,
1813,2016,
1814,1972,
1815,the 1920s,
1816,1945,
1817,weeks,
1818,1970,
1819,1980,
1820,1794,
1821,2022,
1822,1940,
1823,1632,
1824,17th century,
1825,2021,
1826,1942,
1827,1770,
1828,1932,
1829,1871,
1830,2022,
1831,1199,
1832,the 20th century,
1833,over 300 years,
1834,the early 19th century,
1835,1586,
1836,1901,
1837,1973,
1838,400 years,
1839,Twelve years later,
1840,the 20th century,
1841,1983,
1842,2003,
1843,1970s,
1844,1977,
1845,1950s,
1846,1994,
1847,1960,
1848,15 years,
1849,18th century,
1850,four seasons,
1851,700 years,
1852,1940,
1853,34 years,
1854,11 April 1991,
1855,May 1995,
1856,1997,
1857,2003,
1858,1990,
1859,2010,
1860,1999,
1861,1997,
1862,2001,
1863,1994,
1864,2019,
1865,1994,
1866,1999,
1867,2005,
1868,December 2002,
1869,Summer 2009,
1870,2013,
1871,1998,
1872,three years,
1873,1997,
1874,"October 30, 1998",
1875,2020,
1876,that day,
1877,Years earlier,
1878,1992,
1879,three years,
1880,three years,
1881,the day before,
1882,26,
1883,three years,
1884,1996,
1885,several months,
1886,May 1997,
1887,one day,
1888,June 1998,
1889,an extra eight weeks,
1890,1998,
1891,"July 28, 1998",
1892,the eight week,
1893,2000,
1894,June 2007,
1895,2006,
1896,"April 6, 1999",
1897,August 24 of the same year,
1898,"April 7, 2009",
1899,"October 28, 1998",
1900,the same week,
1901,October 30,
1902,opening weekend,
1903,1999,
1904,September 1999,
1905,2008,
1906,2007,
1907,2012,
1908,2015,
1909,2017,
1910,a year later,
1911,centuries,
1912,today,
1913,2018,
1914,two decades,
1915,1998,
1916,2010,
1917,Fall 2005,
1918,18 November 2015,
1919,4,
1920,1469-9982,
1921,146296320,
1922,the 18th century,
1923,the 20th and 21st century,
1924,Manu'a dynasty,
1925,today,
1926,the 18th century,
1927,Early 19th-century,
1928,the 1830s,
1929,1872,
1930,1878,
1931,the following year,
1932,1900,
1933,1929,
1934,1921,
1935,the age of 14,
1936,"July 1, 1967",
1937,1865-1900,
1938,1976,
1939,1960,
1940,1986,
1941,1977,
1942,1784-1900,
1943,1886,
1944,2008,
1945,"roughly 5,000 years",
1946,a few centuries,
1947,the early first millennium,
1948,the late first millennium AD,
1949,AD 500,
1950,"10,500 years",
1951,the present day,
1952,1.8 million years ago,
1953,as early as 1.8 million years ago,
1954,"780,000 years ago",
1955,"400,000 years ago",
1956,"Some 50,000 years ago",
1957,"about 45,000 years ago",
1958,"40,000 years ago",
1959,"about 30,000 years ago",
1960,"about 15,000 years ago",
1961,"at least 15,000 years ago",
1962,2000,
1963,2000,
1964,2800,
1965,the period 1600 to,
1966,the 7th and 6th centuries,
1967,between about 2330,
1968,1450,
1969,the 19th century,
1970,20th to 18th centuries,
1971,Middle (14th to 11th centuries,
1972,9th to 7th centuries,
1973,the 14th century,
1974,the 6th century,
1975,the Seleucid dynasty,
1976,the Arsacid dynasty,
1977,the 3rd century,
1978,AD 224,
1979,AD 272,
1980,AD 651,
1981,1200,
1982,1274,
1983,1207,
1984,the Iron Ages,
1985,the 9th century,
1986,modern-day,
1987,between the period of 1550,
1988,today,
1989,the 2nd millennium,
1990,2100,
1991,about 100 years,
1992,1650,
1993,1550,
1994,1100,
1995,about a century,
1996,present-day,
1997,the 1st century AD,
1998,the early 6th-century AD,
1999,AD 200,
2000,present-day,
2001,AD 1000,
2002,"200,000 years ago",
2003,Between 1500,
2004,the end of the Vedic,
2005,the end of the fifth century AD,
2006,the 1500s,
2007,the later 20th century,
2008,1766,
2009,the end of the 2nd millennium,
2010,the 8th century,
2011,Spring,
2012,the end of the 5th century,
2013,the years,
2014,four centuries,
2015,AD 9 to 23,
2016,AD 208,
2017,almost the next 400 years,
2018,the second century,
2019,many centuries,
2020,the Tang dynasty,
2021,AD 200,
2022,the period around AD 200,
2023,AD 200,
2024,the 600 years,
2025,AD 500,
2026,"about 60,000 years ago",
2027,1450,
2028,around the 8th century,
2029,the 5th century,
2030,a dynasty,
2031,8th century,
2032,the first century AD,
2033,the first and second centuries AD,
2034,the 5th century AD,
2035,AD 476,
2036,the late 4th century,
2037,present-day,
2038,the early centuries AD,
2039,the 5th century,
2040,Goths,
2041,the 6th century,
2042,5th century,
2043,6th century,
2044,the modern day,
2045,the 4th century,
2046,thousands of years,
2047,the early 1st,
2048,the first century AD,
2049,9th to 19th centuries,
2050,the 9th century,
2051,the 11th century,
2052,1208,
2053,1278,
2054,1396,
2055,1512,
2056,20th and 21st centuries,
2057,1958,
2058,1914,
2059,1958,
2060,2014,
2061,1958,
2062,1933,
2063,12 July 1934,
2064,20 July,
2065,1936 to 1940,
2066,1943,
2067,the 19th century,
2068,the 1970s,
2069,the early 1980s,
2070,the 1990s,
2071,May 1993,
2072,March 1993,
2073,1991,
2074,28 July 1993,
2075,1994,
2076,the 15th century,
2077,the 16th century,
2078,1655,
2079,1951,
2080,1974,
2081,1975,
2082,2002,
2083,the beginning of the sixth century AD,
2084,many centuries,
2085,the thirteenth century,
2086,the sixteenth century,
2087,1482,
2088,today,
2089,1484,
2090,1575,
2091,1605,
2092,several decades,
2093,Years later,
2094,1635,
2095,1641,
2096,1648,
2097,1663,
2098,1671,
2099,late as the 19th century,
2100,1836,
2101,1844,
2102,1850,
2103,1885,
2104,the 19th century,
2105,the end of the 19th century,
2106,1884,
2107,the 1920s,
2108,the beginning of the twentieth century,
2109,1951,
2110,1960,
2111,400 years,
2112,the 1950s,
2113,1961,
2114,1956,
2115,1961,
2116,1966,
2117,many years,
2118,11 November 1975,
2119,1974,
2120,1974,
2121,11 November 1975,
2122,the day,
2123,24 November 1975,
2124,11 February 1976,
2125,the end of January 1976,
2126,27 May 1977,
2127,1987,
2128,13 January to 23 March,
2129,June 1987,
2130,January 1988,
2131,9 March,
2132,22 December 1988,
2133,1991,
2134,30 October to 1 November 1992,
2135,20 November 1994,
2136,1995,
2137,April 1997,
2138,late 1998,
2139,28 August 1997,
2140,1999,
2141,the past quarter century,
2142,2002,
2143,2000s - 2020s,
2144,21 September 2000,
2145,The next day,
2146,22 to 25 September,
2147,3 April 2000,
2148,24 February 2001,
2149,October 2001,
2150,2001,
2151,22 February 2002,
2152,twelve days later,
2153,3 March,
2154,13 March,
2155,more than a week earlier,
2156,4 April,
2157,18 April,
2158,six months,
2159,Resolutions 1412 and 1432,
2160,17 May and,
2161,15 August,
2162,90 days,
2163,18 October,
2164,an additional two months,
2165,19 December,
2166,August 2002,
2167,That same month,
2168,4 April 2002,
2169,2004,
2170,2002,
2171,1994,
2172,July 2007,
2173,between 2011,
2174,November 2002,
2175,2004,
2176,2005,
2177,38 years,
2178,2017,
2179,November 2017,
2180,August 2020,
2181,five years,
2182,July 2022,
2183,August 2022,
2184,five-year,
2185,1878,
2186,1911,
2187,2003,
2188,1978,
2189,1965,
2190,1966,
2191,1978,
2192,2002,
2193,1984,
2194,2011,
2195,1998,
2196,2014,
2197,16,
2198,1996,
2199,Five Centuries,
2200,1979,
2201,2004,
2202,1969,
2203,1978,
2204,2006,
2205,1977,
2206,2004,
2207,1982-3,
2208,the early modern period,
2209,the present day,
2210,the 1960s,
2211,1980,
2212,AD 600,
2213,1564,
2214,1565,
2215,1631,
2216,1650,
2217,Six years later,
2218,1666,
2219,1688,
2220,the 1680s,
2221,1694,
2222,1724,
2223,1744,
2224,1748,
2225,1745,
2226,27 November 1796,
2227,1819,
2228,2451,
2229,the 1830s,
2230,1830s,
2231,1840s,
2232,the 19th century,
2233,each year,
2234,1871,
2235,the next year,
2236,1882,
2237,1951,
2238,Between 1958 and 1962,
2239,27 February 1967,
2240,1967-02-27,
2241,30 May 1967,
2242,11 July 1967,
2243,eight days,
2244,July 31,
2245,December,
2246,one year,
2247,January 1968,
2248,7 February 1969,
2249,11 March 1969,
2250,19 March 1969,
2251,1971,
2252,12 February 1976,
2253,19 December 1980,
2254,1983,
2255,recent years,
2256,1878,
2257,1911,
2258,2005,
2259,0-333-97598-7,
2260,1904,
2261,Winter,
2262,1839,
2263,1984,
2264,2005,
2265,2015,
2266,thousands of years ago,
2267,the present day,
2268,1632,
2269,1981,
2270,2900 BC–17th century,
2271,around 1200 AD,
2272,1100 AD,
2273,September 2000,
2274,1493,
2275,1632,
2276,1674,
2277,the fifty years,
2278,the 1700s,
2279,1834,
2280,the mid 1700s,
2281,1977,
2282,1779 to 1834,
2283,1834,
2284,some years,
2285,over a century,
2286,the 18th century,
2287,the later 18th century,
2288,the years,
2289,between 1953 and 1956,
2290,the year,
2291,1833,
2292,1939,
2293,1943,
2294,1946,
2295,1951,
2296,1971,
2297,1976,
2298,1833,
2299,Between 1847 and 1852,
2300,1950,
2301,2008,
2302,1981,
2303,1981,
2304,1997,
2305,Today,
2306,1984,
2307,1989,
2308,1989,
2309,March 1994,
2310,2004,
2311,2004,
2312,three years later,
2313,18 January 2023,
2314,2018,
2315,2018,
2316,2022,
2317,2000,
2318,1991,
2319,the 19th,
2320,21st centuries,
2321,present-day,
2322,2589,
2323,today,
2324,the end of the Old Kingdom,
2325,the 5th century,
2326,300 AD,
2327,the late 18th and the 19th century,
2328,the 4th century,
2329,the Middle Ages,
2330,today,
2331,the republican years,
2332,present-day,
2333,216 AD,
2334,present-day,
2335,Between 30 and 15,
2336,centuries,
2337,"3,000 years",
2338,the Middle Ages,
2339,2nd century,
2340,the 11th to 13th centuries,
2341,between the 9th and 12th centuries,
2342,the Somavamsi dynasty,
2343,today,
2344,present-day,
2345,the 1st century AD,
2346,the 8th centuries,
2347,the mid 6th century,
2348,the end of this century,
2349,the 9th century to the early 15th century,
2350,present-day,
2351,the early Middle Ages,
2352,the later ages of the Kingdom of Ghana,
2353,Friday,
2354,the 10th to 12th centuries,
2355,the 16th and 17th centuries,
2356,about 1628,
2357,second century AD,
2358,the 8th or 9th century,
2359,1180–1200 AD,
2360,7th century,
2361,the present day,
2362,the 7th and 8th centuries,
2363,the 19th century,
2364,the 10th to 12th century,
2365,19th-century,
2366,the 21st century,
2367,the 9th century,
2368,the second half of the 12th century,
2369,today,
2370,the early 12th century,
2371,1000 to 1250 AD,
2372,around 1452,
2373,1404-1472,
2374,the last decades of the 15th century,
2375,more than a century,
2376,the 14th century,
2377,1377-1446,
2378,the 1480s,
2379,1439-1502,
2380,1441-1478,
2381,1458-1464,
2382,more than two centuries,
2383,1580,
2384,the 1580s and 1590s,
2385,the second and third decades of the 17th century,
2386,the late 17th century,
2387,the preceding century,
2388,1404-1472,
2389,1451-1456,
2390,1545-1590,
2391,the first half of the 18th century,
2392,"the 17th, 18th and 19th centuries",
2393,the 18th century,
2394,18th-century,
2395,the 19th,
2396,early 20th centuries,
2397,the early 19th century,
2398,the 1920s,
2399,1922,
2400,the late 18th and early 19th century,
2401,the 1920s,
2402,1930s,
2403,the 18th century,
2404,79 AD,
2405,the mid-18th century,
2406,the 1750s,
2407,the 19th century,
2408,1753,
2409,between c. 1780 and 1830,
2410,1785 to 1815,
2411,the 19th century,
2412,today,
2413,1728–1799,
2414,1784,
2415,1785,
2416,the 18th century,
2417,1749,
2418,the same year,
2419,a dense quarter,
2420,1753,
2421,a decade later,
2422,18th century,
2423,The 19th century,
2424,Modern-day,
2425,the 18th century,
2426,the early 19th century,
2427,the early 19th century,
2428,the mid-18th century,
2429,the 19th century,
2430,between 1858 and 1947,
2431,1880,
2432,19th-century,
2433,the second half of the 19th century,
2434,the early 20th century,
2435,Today,
2436,1860-1875,
2437,the 19th century,
2438,1850,
2439,19th century,
2440,1851,
2441,Between 1872 and 1874,
2442,the early 1890s,
2443,1914,
2444,the 20th century,
2445,1900,
2446,1874,
2447,the 19th century,
2448,the 19th century,
2449,1900,
2450,the mid 19th century,
2451,1854,
2452,1809-1874,
2453,the early 20th century,
2454,1930s,
2455,1940s,
2456,1925,
2457,the 1930s,
2458,20s,
2459,the 1930s,
2460,1903-1987,
2461,1932,
